846
5438	3195	93
3869	6418	93
2514	2439	93
3674	3294	93
11384	4944	93
4699	5258	93
6242	3287	93
5530	5529	93
3243	6903	93
2754	1744	93
7916	8332	93
1269	652	93
5158	6934	93
534	7638	93
4642	6498	93
2752	2639	93
4944	4943	93
44	7966	93
7969	7273	93
2514	8204	93
3674	956	93
9572	4410	93
1728	334	609
5770	5770	609
4954	4954	609
1836	53	609
12596	163	609
1927	1927	609
10269	10269	609
3790	573	609
1544	6402	609
8953	10709	609
3663	8957	609
14849	9912	609
12903	12903	609
12127	12127	609
7354	1237	456
5105	2286	456
2272	9838	456
8126	9737	456
6117	10555	456
1983	1707	456
1441	2711	456
1983	8524	456
5564	12343	456
5586	1247	456
7477	10458	456
6445	8360	456
13004	8360	456
1284	3657	456
3657	280	456
4680	10457	456
3203	4150	456
1203	5562	456
8524	1983	456
4764	10425	456
3420	11849	456
9886	111	176
585	4748	176
13664	3241	176
12881	546	176
9517	247	176
8772	2107	176
13067	1034	176
13409	3839	176
13008	2146	176
3792	314	176
2699	2407	176
14211	13538	176
10095	1774	176
11145	10975	176
14035	5483	176
8326	3262	176
1321	14529	176
3937	14432	176
9891	10834	176
2129	13806	176
9973	7255	176
4297	7130	176
7957	3296	176
3482	3296	176
13793	2916	176
3871	900	176
2239	2469	176
9043	6506	176
11853	11510	176
183	11914	176
1906	7953	176
9126	4165	176
5817	2353	176
13069	13714	176
12946	12978	176
842	13790	176
3112	397	691
6237	11448	691
13917	13772	691
13235	13235	691
397	2285	303
397	3224	303
397	3900	303
657	8481	303
3920	635	906
14137	14137	305
3612	3612	305
2442	2442	305
5900	5900	305
8488	8488	305
8939	8939	305
8948	8948	305
7624	7624	305
8055	8055	305
13805	13805	305
1100	1100	305
2674	2674	305
3054	3054	305
11727	11727	305
10816	10816	305
3117	3117	305
4544	4544	305
13763	13763	305
10964	10964	305
8122	8122	305
9051	9051	305
13455	13455	305
8703	8703	305
4036	4036	305
3456	3456	305
9577	9577	305
5257	5257	305
376	376	305
8318	8318	305
7283	7283	305
12311	12311	305
8540	8540	305
7929	7929	305
5143	5143	305
3951	3951	305
11351	11351	305
4854	4854	305
8262	8262	305
12045	12045	305
7292	7292	305
11257	11257	305
1509	1509	305
10541	10541	305
9058	9058	305
11330	11330	305
11631	11631	305
10929	10929	305
751	751	305
12693	12693	305
6013	6013	305
2701	2701	305
7433	7433	305
10172	10172	305
12251	12251	305
12576	12576	305
12112	12112	305
7736	7736	305
2543	2543	305
9604	9604	305
7926	7926	305
1391	5311	966
6728	6728	966
3390	9003	966
11570	6443	966
7414	9548	966
2999	4598	966
9360	10444	966
3756	3899	444
7951	9751	444
9540	971	444
7078	2268	444
2892	3226	444
4078	11706	444
13072	265	444
454	4645	444
2098	9400	444
2188	2730	444
6193	11208	444
712	9222	444
2368	6840	444
12559	12907	444
11074	1002	444
4397	637	444
6242	3287	444
4621	2793	444
2439	3372	444
3439	4141	444
1704	3245	444
1402	712	444
8831	1360	444
3826	5906	444
3772	3356	444
9335	6879	444
4786	1838	444
7266	11750	444
7931	4707	444
8676	6192	444
8998	7447	444
6057	9454	444
8458	9326	444
1330	632	444
11491	10264	444
4868	969	444
692	1704	444
5438	5255	444
5860	10024	444
9205	3585	444
5430	627	444
608	11005	444
4089	5380	444
9540	7538	444
6349	1227	444
8813	2585	444
430	3915	444
2445	5691	444
7098	9383	444
7145	5079	444
5231	12768	444
12300	8101	444
10065	5835	444
14568	13946	444
7094	800	175
2744	3116	175
13588	3116	175
12275	2603	175
10087	9276	175
4743	3381	175
9879	1732	175
6339	5180	226
839	321	226
4437	1779	226
7333	6560	226
10395	8661	226
5728	7606	226
5464	8857	226
5763	7005	226
9728	7493	226
11815	8842	226
5877	10012	226
1259	3074	226
10687	3415	226
4349	5065	226
1513	6527	226
1874	8043	226
7818	361	226
4441	2630	226
8104	11310	226
726	6761	226
9310	677	358
4612	4388	358
1225	2754	358
1744	8956	358
4772	5823	358
5823	3542	358
2188	5216	358
2608	4642	358
3195	5438	358
1744	6903	358
8332	6242	358
5672	462	358
5118	3629	358
1775	6388	358
3674	6509	358
3245	1710	358
5337	7820	358
2752	5790	358
5216	1568	358
677	7072	358
6065	1401	358
2750	3463	358
10107	5208	358
11088	1034	926
5015	223	1077
14415	7682	961
8103	6135	439
6135	6135	439
1725	2028	439
4545	4545	439
6883	6883	439
9042	11831	439
10146	8656	439
12158	2953	439
12659	10703	439
13722	11635	439
13078	8340	439
239	239	439
11889	8216	439
12932	1711	439
883	12739	439
2818	8616	439
8476	2506	439
9000	12520	439
9102	12438	439
12292	12292	439
11842	13302	439
9703	9703	101
2018	2018	101
4729	4729	101
8002	8002	101
4923	4923	101
12271	12271	101
2187	2187	101
8051	8051	101
12240	12240	101
13291	13291	101
13518	13518	101
7074	7074	101
10731	10731	101
11964	11964	101
10910	10910	101
14396	14396	101
12948	12948	101
13968	13968	101
9775	9775	101
11670	11670	101
4881	4881	101
13374	13374	101
5637	5637	101
410	410	101
8280	8280	101
13309	13309	101
8555	8555	101
10335	10335	101
13952	13952	101
6841	6841	101
12379	12379	101
12471	12471	101
9695	9695	101
2506	2506	101
13592	13592	101
12318	12318	101
10903	10903	101
12972	12972	101
14340	14340	101
11076	11076	101
6540	6540	101
13427	13427	101
8696	8696	101
11618	11618	101
6970	6970	101
7893	7893	101
11966	11966	101
10790	10790	101
2326	6886	637
8223	553	637
8152	521	637
7818	1009	637
1633	2504	637
7444	7956	637
4247	7501	637
3746	11570	637
5467	1507	637
2630	3459	637
9853	10449	637
10327	3414	637
8693	6508	637
942	4756	637
3017	270	637
8223	4527	637
8920	1513	637
5065	4349	637
3415	10687	637
11062	66	637
703	1123	637
2421	880	637
11969	880	637
566	9584	637
7666	12035	637
8481	657	1036
11296	10528	516
9960	5553	516
10123	1463	516
2234	1023	516
2718	2717	516
7984	3667	516
3409	1310	360
7546	756	360
4468	6647	360
2754	2755	360
13071	6821	360
5090	3216	360
2769	1338	360
890	4868	360
8676	8709	360
8480	9310	360
9019	1818	952
11337	12340	446
5674	49	446
9762	5558	446
8656	144	446
13815	10036	446
13652	13585	446
13430	2767	446
9713	8883	446
13281	9352	446
11670	9300	446
1711	12932	446
7962	7961	446
3636	7829	446
7052	2589	446
6338	4186	446
3939	11300	446
7418	9494	446
2018	8615	446
13468	11918	446
8053	6619	446
11929	11928	446
9877	9878	446
13293	7530	446
4881	13935	446
6799	12231	446
11863	14219	446
12372	2499	446
1886	1885	446
11400	7886	446
7074	13787	446
11854	13707	446
7219	7218	446
10081	11661	446
2394	12623	446
245	244	446
13231	13055	446
10861	10860	446
12665	4463	446
1307	11484	446
12807	2010	446
14482	14140	446
5552	1416	95
8504	1416	95
2254	2085	95
3242	14324	95
4564	2389	95
1358	10383	95
2348	9132	95
5733	9647	95
2082	11406	95
1925	12757	95
14413	3636	95
14645	6885	95
2107	8695	95
11923	1966	95
0	10598	95
7801	1134	95
25	12536	95
3476	13647	95
14089	11288	95
11160	1160	95
11417	14174	95
9063	13539	95
2906	13983	95
3480	8180	1166
734	8180	618
3675	7100	618
2774	5333	618
11086	13108	618
9671	7174	190
11914	1372	190
2328	10498	190
3939	4387	190
3296	8269	190
2469	914	190
6338	2616	190
2187	9084	190
10548	10907	190
8295	6288	190
1624	6703	190
5778	2034	190
5483	14035	190
1624	10851	190
1624	10385	190
1410	11632	190
1275	12025	190
176	4219	190
6637	9842	190
9944	9571	190
58	11911	190
1169	3813	190
278	13654	190
8478	11991	190
11510	11853	190
3700	887	190
6513	8107	190
10770	9227	190
1416	5444	190
1785	4433	190
714	4627	190
10834	9891	190
1746	10104	190
13786	1700	190
75	10359	190
1675	8660	190
3341	4666	190
5483	1114	190
900	4429	190
2407	3724	190
7074	254	190
1432	7674	190
3476	14455	190
7534	7459	190
13829	2523	190
758	7550	190
1264	9197	190
6581	9609	190
1798	2063	190
3242	14629	190
2353	12296	190
9883	11004	190
6000	11167	190
2114	10613	190
4843	4843	149
11336	11336	149
5106	5106	149
4094	4094	149
1389	1389	149
8055	8055	149
13805	13805	149
10140	10140	149
13581	13581	149
5288	5288	149
4687	4687	149
7847	7847	149
8438	8438	149
11216	11216	149
9653	9653	149
3099	3099	149
6758	6758	149
9844	9844	149
3355	3355	149
9173	9173	149
489	489	149
4587	4587	149
6121	6121	149
3117	3117	149
4544	4544	149
8037	8037	149
12660	12660	149
11000	11000	149
5280	5280	149
9611	9611	149
2848	2848	149
1155	1155	149
8858	8858	149
7954	7954	149
4036	4036	149
13272	13272	149
5257	5257	149
8318	8318	149
2671	2671	149
4422	4422	149
6656	6656	149
13195	13195	149
4142	4142	149
5143	5143	149
6650	6650	149
7341	7341	149
8664	8664	149
7135	7135	149
11988	11988	149
12434	12434	149
5248	5248	149
13791	13791	149
195	195	149
4207	4207	149
6431	6431	149
8381	8381	149
5788	5788	149
8684	8684	149
